id,yrday0_gmt,lat_start,lon_start,btm_depth_start,start_date,drogue_depth_start,drogue_depth_end,droguedia,project,institute,pi,vessel,type,manufacturer,communication,accuracy,sn,yeardays,notes ,,,,,,,,,,,,,,,,,,,,,
178410702,nan,4154.97,7013.59,nan,nan,-0.5,-1.5,1,null,Audubon,Prescott,,Irina,Audubon,GLOBALSTAR,null,1350769,nan,178410702 ended up in PTown harbor and recovered after circling the entire bay,,,,,,,,,,,,,,,,,,,,,
178410831,nan,4149.39,8311.38,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,,Irina,GLERL,GLOBALSTAR,null,1350732,nan,,,,,,,,,,,,,,,,,,,,,,
178410832,nan,4147.28,8315.16,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,?,Irina,GLERL,GLOBALSTAR,null,1368848,nan,178410832 came ashore more than a week later at Cedar Pt and ...,,,,,,,,,,,,,,,,,,,,,
178410833,nan,4145.61,8319.71,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,?,Irina,GLERL,GLOBALSTAR,null,1352220,nan,178410833 came ashore a few days at Cedar Pt Reserved and stored at park headquarters,,,,,,,,,,,,,,,,,,,,,
178410834,nan,4136.27,8200.66,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,?,Irina,GLERL,GLOBALSTAR,null,1354816,nan,178410834 made long excursions along the shore and ...,,,,,,,,,,,,,,,,,,,,,
178410835,nan,4132.58,8200.58,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,,Irina,GLERL,GLOBALSTAR,null,1350740,nan,178410835 came ashore a few days later west of Cleveland where it grounded near Huntington Beach/Morrow park,,,,,,,,,,,,,,,,,,,,,
178410836,nan,4133.68,8200.62,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,,Irina,GLERL,GLOBALSTAR,null,1369266,nan,178410836 came ashore a few days later west of Cleveland  where it grounded near the boat club and was taken to 25691 Wolf Rd,,,,,,,,,,,,,,,,,,,,,
178410837,nan,4131.56,8200.48,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,,Irina,GLERL,GLOBALSTAR,null,1350645,nan,178410837 came ashore a few days later west of Cleveland appeared to be onshore,,,,,,,,,,,,,,,,,,,,,
178420708,nan,4248.71,7034.02,nan,nan,-0.5,-1.5,1,null,NOCK_Middle_School,Halloran,,Irina,NOCK_Middle_School,GLOBALSTAR,null,1377573,nan,178420708 NOCK Middle School with sails on wrong end of mast  taken out of water near Ptown in Sept 2017  brought to fishermans home in Marshfield,,,,,,,,,,,,,,,,,,,,,
178440661,nan,4442.2,6629.2,nan,nan,-0.5,-1.5,1,null,ECOHAB,McGillicuddy,Capt. Vincent Shepard on Grand Manan Adventure Ferry and R/V TIOGA,Irina,ECOHAB,GLOBALSTAR,null,1350347,nan,178440661 got retained in the Bay for three plus months and can ashore near Halls Harbor in mid-Nov 2017,,,,,,,,,,,,,,,,,,,,,
178440662,nan,4450.06,6646.9,nan,nan,-0.5,-1.5,1,null,ECOHAB,McGillicuddy,Capt. Vincent Shepard on Grand Manan Adventure Ferry and R/V TIOGA,Irina,ECOHAB,GLOBALSTAR,null,1353591,nan,17844062 pick out of the water by Duane who gave it to Luarie to give to Joe who brough it to JiM,,,,,,,,,,,,,,,,,,,,,
178440663,nan,4450.46,6646.46,nan,nan,-11.5,-14.5,-13,null,ECOHAB,McGillicuddy,Capt. Vincent Shepard on Grand Manan Adventure Ferry and R/V TIOGA,drogue,ECOHAB,GLOBALSTAR,null,1377494,nan,,,,,,,,,,,,,,,,,,,,,,
179410831,nan,4149.62,8311.81,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,,Irina,GLERL,GLOBALSTAR,null,1352220,nan,179410831 headed NE and finally came ashore in Dealtown on 23 Oct,,,,,,,,,,,,,,,,,,,,,
179410832,nan,4149.5,8311.54,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,,Irina,GLERL,GLOBALSTAR,null,1352199,nan,179410832 died mid-lake 13 Oct,,,,,,,,,,,,,,,,,,,,,
179410833,nan,4142.14,8315.24,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,,Irina,GLERL,GLOBALSTAR,null,1354464,nan,179410833 died in Maumee Bay shallows on 1 Oct,,,,,,,,,,,,,,,,,,,,,
180380281,nan,3905.13,2800.41,nan,nan,-0.5,-1.5,1,null,River_Valley_Charter_School_Graciosa_Azores,Cummings_Raposo,,Irina,River_Valley_Charter_School_Graciosa_Azores,GLOBALSTAR,null,1377496,nan,,,,,,,,,,,,,,,,,,,,,,
180410701,nan,4151.68,7017.69,nan,nan,-0.5,-1.5,1,null,Audubon_URI,Woods,Chip/Albatross,Irina,Audubon_URI,GLOBALSTAR,null,1348290,nan,180410701 escaped the bay on Nov 20.,,,,,,,,,,,,,,,,,,,,,
180410704,nan,4150.24,7017.95,nan,nan,-0.5,-1.5,1,null,Audubon_URI,Woods,Chip/Albatross,Irina,Audubon_URI,GLOBALSTAR,null,1352814,nan,180410704 made the longest trip of any drifter deployed in CC Bay and finally came ashore ..,,,,,,,,,,,,,,,,,,,,,
180410705,nan,4150.23,7017.95,nan,nan,-3.5,-6.5,-5,null,Audubon_URI,Woods,Chip/Albatross,drogue,Audubon_URI,GLOBALSTAR,null,1352485,nan,180410705 came ashore with drogue still attached on Jeremy Point on 28 Nov 2018 and recovered,,,,,,,,,,,,,,,,,,,,,
180410707,nan,4149.94,7017.72,nan,nan,-0.5,-1.5,1,null,Audubon_URI,Woods,Chip/Albatross,Irina,Audubon_URI,GLOBALSTAR,null,1350866,nan,180410707...180410708 landed on Skaket Beach on 22 Nov and recovered along with 15 Kemp's ridleys,,,,,,,,,,,,,,,,,,,,,
180410711,nan,3936.48,7229.3,nan,nan,-0.5,-1.5,1,null,Falmouth_MA_High_School,Milliken,Karen Elizabeth,Irina,Falmouth_MA_High_School,GLOBALSTAR,null,1329251,nan,180410711 easily escaped the shelf finally entrained in the Gulf Stream in late Nov caught in enormous Gulf Stream ring,,,,,,,,,,,,,,,,,,,,,
180430701,nan,4246.77,7019.49,nan,nan,-0.5,-1.5,1,null,Winnacunnet_NH_High_School,Lisa_Pagano,Bobby Nudd/Al Gauron/Pete Kirkland,Irina,Winnacunnet_NH_High_School,GLOBALSTAR,null,1353591,nan,180430701 went dead before Azores in early Oct 2019,,,,,,,,,,,,,,,,,,,,,
184390731,nan,3937.43,7302.69,nan,nan,-0.5,-1.5,1,null,Stockton_University,Pfeiffer,Barnegat Bay NJ scalloper,Irina,Stockton_University,GLOBALSTAR,null,1366709,nan,entrained in Gulf Stream mid-May and took off to the east,,,,,,,,,,,,,,,,,,,,,
184420701,nan,4233.2,7047.24,nan,nan,-0.5,-1.5,1,null,GOMI_DMF_SSCW,Flaherty,,Irina,GOMI_DMF_SSCW,GLOBALSTAR,null,1329014,nan,184420701 did a week-long loop south of Gloucester and ended up on Goldwait Beach in Marblehead where Emily recovered it on 24 Apr,,,,,,,,,,,,,,,,,,,,,
185380751,nan,3824.03,7505.36,nan,nan,0,-0.4,0.2,null,UMARYLAND,Meng,,Mini,UMARYLAND,GLOBALSTAR,null,1351445,nan,185380751 apparently ashore on the western side of the sound near Points Reach on about 30 May,,,,,,,,,,,,,,,,,,,,,
185380752,nan,3821.47,7506,nan,nan,0,-0.4,0.2,null,UMaryland,Meng,,Mini,UMaryland,GLOBALSTAR,null,1352491,nan,185380752 apparently aground within 24 hours in shallows south of Dog & Bitch Islands,,,,,,,,,,,,,,,,,,,,,
185380753,nan,3816.97,7508.01,nan,nan,0,-0.4,0.2,null,UMaryland,Meng,,Mini,UMaryland,GLOBALSTAR,null,1350765,nan,185380753 ashore at the mouth of the inlet on day 1,,,,,,,,,,,,,,,,,,,,,
185380754,nan,3811.3,7512.83,nan,nan,0,-0.4,0.2,null,UMaryland,Meng,,Mini,UMaryland,GLOBALSTAR,null,1352503,nan,185380754 apparently ashore in Cedartown on ~30 May,,,,,,,,,,,,,,,,,,,,,
185400731,nan,4011,7046.35,nan,nan,-0.5,-1.5,1,null,Long_Beach_Island_School,McBride,scalloper,Irina,Long_Beach_Island_School,GLOBALSTAR,null,1367590,nan,185400731 apparently went down with Hurricane Chris on 11 July 2018,,,,,,,,,,,,,,,,,,,,,
185410721,nan,4118.95,7204,nan,nan,0,-0.5,0.25,null,UCONN,Jia,,Bucket,UCONN,GLOBALSTAR,null,1369240,nan,185410721 headed west by Twotree island  escaped sound on ~4 June,,,,,,,,,,,,,,,,,,,,,
185410722,nan,4118.92,7203.96,nan,nan,0,-0.5,0.25,null,UCONN,Jia,,Bucket,UCONN,GLOBALSTAR,null,1369977,nan,"18541072 came close to Fishers Island, escaped sound on ~7 June",,,,,,,,,,,,,,,,,,,,,
185420703,nan,4233.14,7047.34,nan,nan,-0.5,-1.5,1,null,GOMI_DMF_SSCW,Flaherty,,Irina,GOMI_DMF_SSCW,GLOBALSTAR,null,1329014,nan,185420703 released 2/28 at 2130Z in Manchester Harbor and apparently grounded on the north side of the Misery Island Reservation Island,,,,,,,,,,,,,,,,,,,,,
185420704,nan,4231.9,7050.38,nan,nan,-0.5,-1.5,1,null,SSCW,Flaherty,,Irina,SSCW,GLOBALSTAR,null,1367080,nan,185420704 may have come ashore the next morning on  Pope's Island rocks but then continued on for a few days to land at Littles Point rocks near Swampscot on 18 May where Emily recovered it,,,,,,,,,,,,,,,,,,,,,
185420705,nan,4230.88,7048.37,nan,nan,-0.5,-1.5,1,null,Beverly_High,Nancy,,Irina,Beverly_High,GLOBALSTAR,null,1377573,nan, 185420705 made a big 2-week long loop down to the mouth of Boston Harbor and back before being recovered by Randy Sgler in Marblehead Harbor on 29 May,,,,,,,,,,,,,,,,,,,,,
186380751,nan,3819.35,7504.88,nan,nan,0,-0.4,0.2,null,UMARYLAND,Meng,,Mini,UMARYLAND,GLOBALSTAR,null,1351445,nan,186380751 ashore in first tide after going back in the inlet,,,,,,,,,,,,,,,,,,,,,
186380752,nan,3823.23,7507.34,nan,nan,0,-0.4,0.2,null,UMaryland,Meng,,Mini,UMaryland,GLOBALSTAR,null,1352491,nan,186380752 ashore in first tide,,,,,,,,,,,,,,,,,,,,,
186380753,nan,3824.79,7510.78,nan,nan,0,-0.4,0.2,null,UMaryland,Meng,,Mini,UMaryland,GLOBALSTAR,null,1350765,nan,186380753 ashore in first tide,,,,,,,,,,,,,,,,,,,,,
186380754,nan,3819.46,7504.64,nan,nan,0,-0.4,0.2,null,UMaryland,Meng,,Mini,UMaryland,GLOBALSTAR,null,1352512,nan,186380754 ashore in first tideon beach north of the mouth,,,,,,,,,,,,,,,,,,,,,
186400731,nan,4029.22,7415.09,nan,nan,-0.5,-1.5,1,null,Seton_Hall_Prep_School,Snyder,Evening Tide Kyle Tobias,Irina,Seton_Hall_Prep_School,GLOBALSTAR,null,1377558,nan,186400731 went up Arthur Kill and back and then landing near Princes Island Lighthouse,,,,,,,,,,,,,,,,,,,,,
186400732,nan,4028.98,7415.11,nan,nan,-0.5,-1.5,1,null,Seton_Hall_Prep_School,Snyder,Evening Tide Kyle Tobias,Irina,Seton_Hall_Prep_School,GLOBALSTAR,null,1329162,nan,186400732 oscillated with tide and went out to sea,,,,,,,,,,,,,,,,,,,,,
186400733,nan,4029.71,7415.3,nan,nan,-0.5,-1.5,1,null,Seton_Hall_Prep_School,Snyder,Evening Tide Kyle Tobias,Irina,Seton_Hall_Prep_School,GLOBALSTAR,null,1377558,nan,186400733 Kyle redeployed #1  lasted less than 24 hours  and landed on the beach when a beachwalker brought it up safe,,,,,,,,,,,,,,,,,,,,,
186400734,nan,4029.81,7415.74,nan,nan,-0.5,-1.5,1,null,Seton_Hall_Prep_School,Snyder,Evening Tide Kyle Tobias,Irina,Seton_Hall_Prep_School,GLOBALSTAR,null,1377558,nan,"186400734 Kyle redeployed  #1 again  now referred to as the ""lazy one"" or the ""problem child""  lasted less than 24 hours when a Kayaker found it near the beach",,,,,,,,,,,,,,,,,,,,,
186400735,nan,4029.85,7415.14,nan,nan,-0.5,-1.5,1,null,Seton_Hall_Prep_School,Snyder,Evening Tide Kyle Tobias,Irina,Seton_Hall_Prep_School,GLOBALSTAR,null,1377558,nan,186400735 kayaker guy redeployed it,,,,,,,,,,,,,,,,,,,,,
186400736,nan,4029.87,7415.72,nan,nan,-0.5,-1.5,1,null,Seton_Hall_Prep_School,Snyder,Evening Tide Kyle Tobias,Irina,Seton_Hall_Prep_School,GLOBALSTAR,null,1377558,nan,186400736 Kyle redeployed it,,,,,,,,,,,,,,,,,,,,,
186400737,nan,4029.05,7415.21,nan,nan,-0.5,-1.5,1,null,Seton_Hall_Prep_School,Snyder,Evening Tide Kyle Tobias,Irina,Seton_Hall_Prep_School,GLOBALSTAR,null,1377558,nan,186400737 Kyle redeployed it but it came ashore 4-5 days later a little to the east of Princes Bay again near Seguina Point where Rich Casparie and others reported it,,,,,,,,,,,,,,,,,,,,,
186410721,nan,4109.79,7306.17,nan,nan,0,-0.5,0.25,null,UCONN,Jia,,Bucket,UCONN,GLOBALSTAR,null,1369175,nan,186410721 came ashore at mouth of Housatonic and reported by John De Gant who walks the Stratford Pt Beach,,,,,,,,,,,,,,,,,,,,,
186410722,nan,4109.87,7306.25,nan,nan,0,-0.5,0.25,null,UCONN,Jia,,Bucket,UCONN,GLOBALSTAR,null,1348285,nan,186410722 came ashore to the south near Long Beach Shoreline Dr.,,,,,,,,,,,,,,,,,,,,,
186410723,nan,4109.91,7306.29,nan,nan,999,999,999,null,UCONN,Jia,,unknown,UCONN,GLOBALSTAR,null,1369235,nan,186410723 longer sail apparently hungup after going up the river but eventually exited back to Short Beach Park and stayed active until July 17th when the transmitter reported from a beach claenup personnel's home near Weekapaug RI,,,,,,,,,,,,,,,,,,,,,
186410724,nan,4109.98,7306.38,nan,nan,0,-0.5,0.25,null,UCONN,Jia,,Bucket,UCONN,GLOBALSTAR,null,1348416,nan,186410724 came ashore at Hammonasset State Park on July 6th where it was brought to headquarters by Colin and recovered by Christina ...,,,,,,,,,,,,,,,,,,,,,
186410725,nan,4110.03,7306.41,nan,nan,0,-0.5,0.25,null,UCONN,Jia,,Bucket,UCONN,GLOBALSTAR,null,1369749,nan,186410725 headed northeast and eventually came aground on July 22 on Napatree Point near Watch Hill RI,,,,,,,,,,,,,,,,,,,,,
186420701,nan,4231.68,7051.47,nan,nan,-0.5,-1.5,1,null,SSCW,Flaherty,,Irina,SSCW,GLOBALSTAR,null,1367080,nan, 186420701 was deployed near shore and made its way out around Georges Bank on the southern flank in late July ...,,,,,,,,,,,,,,,,,,,,,
186420702,nan,4226.65,7041.65,nan,nan,-0.5,-1.5,1,null,Beverly_High_Sigler_Guide_Service,Nancy_Randy,,Irina,Beverly_High_Sigler_Guide_Service,GLOBALSTAR,null,1377573,nan,186420702 Randy deployed out almost to Stellwagen and it cam back to Marblehead Harbor a few days later!!,,,,,,,,,,,,,,,,,,,,,
186420703,nan,4229.66,7045.26,nan,nan,-0.5,-1.5,1,null,Beverly_High_Sigler_Guide_Service,Nancy_Randy,,Irina,Beverly_High_Sigler_Guide_Service,GLOBALSTAR,null,1377573,nan,186420703 Redeployed again by Randy,,,,,,,,,,,,,,,,,,,,,
186420704,nan,4253.31,7038.62,nan,nan,-0.5,-1.5,1,null,GOMI_Bethlehem_NH,Halloran,,Irina,GOMI_Bethlehem_NH,GLOBALSTAR,null,1328512,nan,186420704 Bethleham Unit deployed off Newburyport on June 7th and ...,,,,,,,,,,,,,,,,,,,,,
186420705,nan,4253.21,7038.6,nan,nan,-0.5,-1.5,1,null,GOMI_Bethlehem_NH,Halloran,,Irina,GOMI_Bethlehem_NH,GLOBALSTAR,null,1329015,nan,186420705 Bethleham Unit deployed off Newburyport on June 7th and ...,,,,,,,,,,,,,,,,,,,,,
186420706,nan,4252.8,7040.4,nan,nan,-0.5,-1.5,1,null,GOMI_NOCK_Middle_School,Balkus,,Irina,GOMI_NOCK_Middle_School,GLOBALSTAR,null,1358371,nan,186420706 NOCK unit deployed off Newburyport on June 7th and ...,,,,,,,,,,,,,,,,,,,,,
186420707,nan,4251.97,7041.67,nan,nan,-0.5,-1.5,1,null,GOMI_NOCK_Middle_School,Balkus,,Irina,GOMI_NOCK_Middle_School,GLOBALSTAR,null,1356761,nan,186420707 Nock deployed off Newburyport on June 7th and ...,,,,,,,,,,,,,,,,,,,,,
186430861,nan,4312.42,8627.02,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1350740,nan,186430861 brought back to shore on ~12 June,,,,,,,,,,,,,,,,,,,,,
186430862,nan,4312.01,8634.12,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1369266,nan,186430862 brought back to shore on ~12 June ,,,,,,,,,,,,,,,,,,,,,
186430863,nan,4311.41,8620.89,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1350645,nan,186430863 brought back to shore on ~12 June,,,,,,,,,,,,,,,,,,,,,
186430864,nan,4312.3,8626.93,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1352199,nan,186430864 headed quickly north and came ashore near a sandy beach near Ludington MI on 5 July 201,,,,,,,,,,,,,,,,,,,,,
186430865,nan,4313.03,8627.11,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1354816,nan,186430865 headed quickly north and came ashore at Ludinhton State Park Campgrounds on 4th of July,,,,,,,,,,,,,,,,,,,,,
186430866,nan,4311.17,8620.88,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1350732,nan,186430866 headed quickly north and came ashore at Silver Lake State Park in early July,,,,,,,,,,,,,,,,,,,,,
186450641,nan,4519.07,6416.62,nan,nan,-3.5,-6.5,-5,null,Acadia_Univ,Sanderson,??,drogue,Acadia_Univ,GLOBALSTAR,null,1368875,nan,Other instruments as deep as 23.3m,,,,,,,,,,,,,,,,,,,,,
187240741,nan,2408.87,7428.67,nan,nan,0,-3,-1.5,null,Jacksonville_Marine_lab,Stalker,,drogue,Jacksonville_Marine_lab,GLOBALSTAR,null,1359223,nan,came ashore in Bahamas,,,,,,,,,,,,,,,,,,,,,
187380751,nan,3818.82,7504.41,nan,nan,0,-0.4,0.2,null,UMaryland,Meng,,Mini,UMaryland,GLOBALSTAR,null,1352491,nan,187380751 ashore same day on Assateague Island,,,,,,,,,,,,,,,,,,,,,
187380752,nan,3823.03,7507.11,nan,nan,0,-0.4,0.2,null,UMaryland,Meng,,Mini,UMaryland,GLOBALSTAR,null,1352512,nan,187380752 ashore same day inside inlet,,,,,,,,,,,,,,,,,,,,,
187380753,nan,3822.59,7507.53,nan,nan,0,-0.4,0.2,null,UMaryland,Meng,,Mini,UMaryland,GLOBALSTAR,null,1352512,nan,187380753 ashore same day inside inlet,,,,,,,,,,,,,,,,,,,,,
187400731,nan,4029.48,7410.96,nan,nan,-0.5,-1.5,1,null,Seton_Hall_Prep_School,Snyder,Evening Tide Kyle Tobias,Irina,Seton_Hall_Prep_School,GLOBALSTAR,null,1377558,nan,187400731 Kyle AGAIN redeployed it but it came ashore 4-5 days later to the east of Princes Bay yet again where Drew Stillman at the NYC Parks department saved it along with John.Kilcullen@parks.nyc.gov in the Conference House,,,,,,,,,,,,,,,,,,,,,
187400732,nan,4040.28,7419.38,nan,nan,0,-1,0.2,null,Seton_Hall_Prep_School,Snyder,Evening Tide Kyle Tobias,Pipe,Seton_Hall_Prep_School,GLOBALSTAR,null,1328684,nan,187400732 went into the Passaic River as a school project but washed ashore quickly,,,,,,,,,,,,,,,,,,,,,
187420701,nan,4216.74,7102.38,nan,nan,-0.5,-1.5,1,null,UMASSB,Chen,kayaks,Irina,UMASSB,GLOBALSTAR,null,941449,nan,187420701 apparently turned with the tide at the mouth of Gulliver Creek but then came ashore with a few hours after,,,,,,,,,,,,,,,,,,,,,
187420702,nan,4216.76,7102.4,nan,nan,-0.5,-1.5,1,null,UMASSB,Chen,kayaks,Irina,UMASSB,GLOBALSTAR,null,948345,nan,187420702 stuck ashore north of the mouth of Gulliver Creek,,,,,,,,,,,,,,,,,,,,,
187420703,nan,4216.76,7102.4,nan,nan,-0.5,-1.5,1,null,UMASSB,Chen,kayaks,Irina,UMASSB,GLOBALSTAR,null,943286,nan,187420703 went up a small channel near the mouth of Gulliver Creek,,,,,,,,,,,,,,,,,,,,,
187420704,nan,4231.69,7046.4,nan,nan,-0.5,-1.5,1,null,SSCW,Flaherty,,Irina,SSCW,GLOBALSTAR,null,1329014,nan,187420704 deployed just east of Baker's Island on 24 July and washed ashore a few days later near the Curtis Estate (Manchester-by-the-Sea) where Emily recovered it.,,,,,,,,,,,,,,,,,,,,,
187430861,nan,4311.68,8626.93,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1350732,nan,187430861 came ashore in early August 2018 just south of Muskegon near what appears to be a trailer park,,,,,,,,,,,,,,,,,,,,,
187430862,nan,4311.22,8620.5,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1354816,nan,187430862 came ashore at Hoffmaster State Park on 7/21,,,,,,,,,,,,,,,,,,,,,
187430863,nan,4311.13,8634.17,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1352199,nan,187430863 came ashore in early August apparently on Silver Lake State Park and driven into the town of Hart,,,,,,,,,,,,,,,,,,,,,
188390711,nan,3924.61,7114.72,nan,nan,-0.5,-1.5,1,null,US_Naval_Sea_Cadets,Thiede,,Irina,US_Naval_Sea_Cadets,GLOBALSTAR,null,1328708,nan,,,,,,,,,,,,,,,,,,,,,,
188410811,nan,4143.9,8141.75,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1350740,nan,188410811 ashore on South Bass Island on about 9/25,,,,,,,,,,,,,,,,,,,,,
188410812,nan,4136.19,8138.34,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1368848,nan,188410811 ashore on South Bass Island on about 9/25,,,,,,,,,,,,,,,,,,,,,
188410813,nan,4139.98,8139.92,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1350645,nan,188410813 apparently recovered by mariner on 9/12 and redeployed several hours later far away,,,,,,,,,,,,,,,,,,,,,
188410831,nan,4146.12,8319.62,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1354816,nan,188410831 recovered 8/30,,,,,,,,,,,,,,,,,,,,,
188410832,nan,4148.2,8322.7,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1352220,nan,188410832 recovered 8/30,,,,,,,,,,,,,,,,,,,,,
188470861,nan,4707.5,8652.24,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1329259,nan,188410811 ashore on South Bass Island on about 9/25,,,,,,,,,,,,,,,,,,,,,
188470862,nan,4701.22,8556.16,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1328528,nan, 188470862 washed up on White Fish Point in early November,,,,,,,,,,,,,,,,,,,,,
188470863,nan,4701.26,8556.22,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1352199,nan,,,,,,,,,,,,,,,,,,,,,,
188470864,nan,4701.16,8556.13,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1328301,nan,,,,,,,,,,,,,,,,,,,,,,
188470865,nan,4707.48,8652.21,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1328509,nan,,,,,,,,,,,,,,,,,,,,,,
188470866,nan,4707.51,8652.24,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1328308,nan, 188470866 washed up on Leach Island in 12 Dec 2018,,,,,,,,,,,,,,,,,,,,,
189410811,nan,4159.52,8308.15,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1350645,nan, 189410811 redeployed unit,,,,,,,,,,,,,,,,,,,,,
189410831,nan,4143.73,8320.08,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1354816,nan,189410831 ashore on Pt Place on the Ohio Michigan line on about 9/25,,,,,,,,,,,,,,,,,,,,,
189410832,nan,4145.82,8319.77,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,??,Irina,GLERL,GLOBALSTAR,null,1352220,nan,189410832 ...,,,,,,,,,,,,,,,,,,,,,
190320801,nan,3153.59,8053.48,nan,nan,-0.5,-1.5,1,null,Savannah_State,Hintz,,Irina,Savannah_State,GLOBALSTAR,null,3332337,nan,190320801 recirculating in North Atlantic died 16 Aug 2020,,,,,,,,,,,,,,,,,,,,,
190320802,nan,3152.31,8049.75,nan,nan,-0.5,-1.5,1,null,Oglethorpe_Charter_School,Wells,,Irina,Oglethorpe_Charter_School,GLOBALSTAR,null,3332237,nan,190320802 died in Feb 2020,,,,,,,,,,,,,,,,,,,,,
190320803,nan,3153.53,8053.54,nan,nan,-0.5,-1.5,1,null,Oglethorpe_Charter_School,Wells,,Irina,Oglethorpe_Charter_School,GLOBALSTAR,null,3331325,nan,190320803 died 31 Jan 2020,,,,,,,,,,,,,,,,,,,,,
190410701,nan,4150.28,7011.65,nan,nan,-0.5,-1.5,1,null,Boston_College_High_School,Gourlis,??,Irina,Boston_College_High_School,GLOBALSTAR,null,1367839,nan,190410701 landed on Great island in Wellfleet,,,,,,,,,,,,,,,,,,,,,
190410702,nan,4149.87,7012.05,nan,nan,-0.5,-1.5,1,null,URI_WBWS,Page,Albatross,Irina,URI_WBWS,GLOBALSTAR,null,1350866,nan,,,,,,,,,,,,,,,,,,,,,,
190410703,nan,4148.85,7012.92,nan,nan,-997.5,-1000.5,-999,null,URI_WBWS,Page,Albatross,drogue,URI_WBWS,GLOBALSTAR,null,1352485,nan,,,,,,,,,,,,,,,,,,,,,,
190410705,nan,4153.77,7007.89,nan,nan,-0.5,-1.5,1,null,GOMI_Bethleham_NH_Elementary,Hal,??,Irina,GOMI_Bethleham_NH_Elementary,GLOBALSTAR,null,3329687,nan,,,,,,,,,,,,,,,,,,,,,,
190410708,nan,4153.82,7007.92,nan,nan,-997.5,-1000.5,-999,null,URI_WBWS,Page,??,drogue,URI_WBWS,GLOBALSTAR,null,1367074,nan,,,,,,,,,,,,,,,,,,,,,,
190410709,nan,4153.9,7007.93,nan,nan,-997.5,-1000.5,-999,null,URI_WBWS,Page,??,drogue,URI_WBWS,GLOBALSTAR,null,1367843,nan,,,,,,,,,,,,,,,,,,,,,,
190420701,nan,4237.5,7029.44,nan,nan,999,999,999,null,Wellan_Montessori_Newton_MA,Lucier,??,unknown,Wellan_Montessori_Newton_MA,GLOBALSTAR,null,3329681,nan,190420702 made it beyond Grand Banks  healthy and upright,,,,,,,,,,,,,,,,,,,,,
190440691,nan,4348.27,6944.89,nan,nan,0,-0.5,0.25,null,UMAINE_GH,Hillyer,,Bucket,UMAINE_GH,GLOBALSTAR,null,1356843,nan,,,,,,,,,,,,,,,,,,,,,,
